item_a,kind_a,item_b,kind_b,similarity
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_96.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_38.jpg,image,0.8930069208145142
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_96.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_94.jpg,image,0.8891706466674805
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_96.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8770295977592468
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_97.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,0.7449820041656494
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_98.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_99.jpg,image,0.9598840475082397
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_98.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_76.jpg,image,0.788650631904602
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_16.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,0.6686798334121704
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_16.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_64.jpg,image,0.6686798334121704
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_16.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_47.jpg,image,0.6553054451942444
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_16.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_55.jpg,image,0.6494429111480713
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_45.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_6.jpg,image,0.7796816825866699
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_45.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.7438983917236328
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_45.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_10.jpg,image,0.7436910271644592
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_48.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_14.png,image,0.6145366430282593
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_48.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,0.6096693873405457
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_48.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_64.jpg,image,0.6096693873405457
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_96.jpg,image,0.8891706466674805
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8753979206085205
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_41.jpg,image,0.8691393136978149
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_96.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_38.jpg,image,0.8930069208145142
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_96.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8770295977592468
